1757.64 1250
51 45
52 45
53 45
54 45
55 45
56 45
57 45
58 45
59 45
60 45
61 45
62 45
63 45
64 45
65 45
66 45
67 45
68 45
51 46
52 46
53 46
54 46
55 46
56 46
57 46
58 46
59 46
60 46
61 46
62 46
63 46
64 46
65 46
66 46
67 46
68 46
51 47
52 47
53 47
54 47
55 47
56 47
57 47
58 47
59 47
60 47
61 47
62 47
63 47
64 47
65 47
66 47
67 47
68 47
51 48
52 48
53 48
54 48
55 48
56 48
57 48
58 48
59 48
60 48
61 48
62 48
63 48
64 48
65 48
66 48
67 48
68 48
51 49
52 49
53 49
54 49
55 49
56 49
57 49
58 49
59 49
60 49
61 49
62 49
63 49
64 49
65 49
66 49
67 49
68 49
51 50
52 50
53 50
54 50
55 50
56 50
57 50
58 50
59 50
60 50
61 50
62 50
63 50
64 50
65 50
66 50
67 50
68 50
84 59
85 59
83 60
84 60
85 60
88 60
89 60
82 61
83 61
84 61
85 61
81 62
82 62
83 62
84 62
85 62
80 63
81 63
82 63
83 63
84 63
85 63
86 63
87 63
88 63
89 63
90 63
91 63
92 63
65 64
66 64
67 64
68 64
69 64
70 64
71 64
72 64
73 64
74 64
75 64
76 64
77 64
78 64
79 64
80 64
81 64
82 64
83 64
84 64
85 64
86 64
87 64
88 64
89 64
90 64
91 64
92 64
59 65
60 65
61 65
62 65
63 65
64 65
65 65
66 65
67 65
68 65
69 65
70 65
71 65
72 65
73 65
74 65
75 65
76 65
77 65
78 65
79 65
80 65
81 65
82 65
83 65
84 65
85 65
86 65
87 65
88 65
89 65
90 65
91 65
92 65
93 65
58 66
59 66
60 66
61 66
62 66
63 66
64 66
65 66
66 66
67 66
68 66
69 66
70 66
71 66
72 66
73 66
74 66
75 66
76 66
77 66
78 66
79 66
80 66
81 66
82 66
83 66
84 66
85 66
86 66
87 66
88 66
89 66
90 66
91 66
92 66
93 66
57 67
58 67
59 67
60 67
61 67
62 67
63 67
64 67
65 67
66 67
67 67
68 67
69 67
70 67
71 67
72 67
73 67
74 67
75 67
76 67
77 67
78 67
79 67
80 67
81 67
82 67
83 67
84 67
85 67
86 67
87 67
88 67
89 67
90 67
91 67
92 67
93 67
55 68
56 68
57 68
58 68
59 68
60 68
61 68
62 68
63 68
64 68
65 68
66 68
67 68
68 68
69 68
70 68
71 68
72 68
73 68
74 68
75 68
76 68
77 68
78 68
79 68
80 68
81 68
82 68
83 68
84 68
85 68
86 68
87 68
88 68
89 68
90 68
91 68
92 68
93 68
48 69
49 69
50 69
51 69
52 69
53 69
54 69
55 69
56 69
57 69
58 69
59 69
60 69
61 69
62 69
63 69
64 69
65 69
66 69
67 69
68 69
69 69
70 69
71 69
72 69
73 69
74 69
75 69
76 69
77 69
78 69
79 69
80 69
81 69
82 69
83 69
84 69
85 69
86 69
87 69
88 69
89 69
90 69
91 69
92 69
93 69
48 70
49 70
50 70
51 70
52 70
53 70
54 70
55 70
56 70
57 70
58 70
59 70
60 70
61 70
62 70
63 70
64 70
65 70
66 70
67 70
68 70
69 70
70 70
71 70
72 70
73 70
74 70
75 70
76 70
77 70
78 70
79 70
80 70
81 70
82 70
83 70
84 70
85 70
86 70
87 70
88 70
89 70
90 70
91 70
92 70
93 70
48 71
49 71
50 71
51 71
52 71
53 71
54 71
55 71
56 71
57 71
58 71
59 71
60 71
61 71
62 71
63 71
64 71
65 71
66 71
67 71
68 71
69 71
70 71
71 71
72 71
73 71
74 71
75 71
76 71
77 71
78 71
79 71
80 71
81 71
82 71
83 71
84 71
85 71
86 71
87 71
88 71
89 71
90 71
91 71
92 71
93 71
48 72
49 72
50 72
51 72
52 72
53 72
54 72
55 72
56 72
57 72
58 72
59 72
60 72
61 72
62 72
63 72
64 72
65 72
66 72
67 72
68 72
69 72
70 72
71 72
72 72
73 72
74 72
75 72
76 72
77 72
78 72
79 72
80 72
81 72
48 73
49 73
50 73
51 73
52 73
53 73
54 73
55 73
56 73
57 73
58 73
59 73
60 73
61 73
62 73
63 73
64 73
65 73
48 74
49 74
50 74
51 74
52 74
53 74
54 74
55 74
56 74
57 74
58 74
59 74
60 74
61 74
62 74
63 74
64 74
65 74
48 75
49 75
50 75
51 75
52 75
53 75
54 75
55 75
56 75
57 75
58 75
59 75
60 75
61 75
62 75
63 75
64 75
65 75
48 76
49 76
50 76
51 76
52 76
53 76
54 76
55 76
56 76
57 76
58 76
59 76
60 76
61 76
62 76
63 76
64 76
65 76
